DATASET NOTE:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is the dataset scraped from the ILThermo Ionic Liquids Databased ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"managed by NIST. We included only binary, pure compound liquids ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
with measurements made at atmospheric pressure. The SMILE string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creation and fingerprinting was done with the RdKit.Chem python ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"library, using MolDescriptors, Fragments, and MQNs, details for which",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
can be foud here: https://www.rdkit.org/docs/source/rdkit.Chem.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Index,SMILE,Al_COO,Al_OH,Al_OH_noTert,ArN,Ar_COO,Ar_N,Ar_NH,Ar_OH,COO,COO2,C_O,C_O_noCOO,C_S,HOCCN,Imine,NH0,NH1,NH2,N_O,Ndealkylation1,Ndealkylation2,Nhpyrrole,SH,aldehyde,alkyl_carbamate,alkyl_halide,allylic_oxid,amide,amidine,aniline,aryl_methyl,azide,azo,barbitur,benzene,benzodiazepine,bicyclic,diazo,dihydropyridine,epoxide,ester,ether,furan,guanido,halogen,hdrzine,hdrzone,imidazole,imide,isocyan,isothiocyan,ketone,ketone_Topliss,lactam,lactone,methoxy,morpholine,nitrile,nitro,nitro_arom,nitro_arom_nonortho,nitroso,oxazole,oxime,para_hydroxylation,phenol,phenol_noOrthoHbond,phos_acid,phos_ester,piperdine,piperzine,priamide,prisulfonamd,pyridine,quatN,sulfide,sulfonamd,sulfone,term_acetylene,tetrazole,thiazole,thiocyan,thiophene,unbrch_alkane,urea,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,Kappa1,Kappa2,Kappa3,LabuteASA,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHBA,NumHBD,NumHeteroatoms,NumHeterocycles,NumLipinskiHBA,NumLipinskiHBD,NumRings,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Carbons,Fluroines,Chlorines,Bromines,Iodines,Sulfures,Phosphorus's,Ac. Nitrogen,Cy. Nitrogen,Ac. Oxygen,Cy. Oxygen,Heavy Atoms,Ac. Single Bonds,Ac. Double Bonds,Ac. Triple Bonds,Cy. Single Bonds,Cyc. Double Bonds,Cy.  Triple Bonds,Rotatable Bonds,H-bond acceptor sites,H-bond acceptor atoms,H-bond Donor Sites,H-bond donor atoms,negative charges,positve charges,Ac. Single calent node,Ac. Divalent nodes,ac. Trivalnt nodes,ac. Tetravalent nodes,cy. Divalent nodes,cy. Trivalent nodes,cy. Tetravalent nodes,3-membered rings,4-membered rings,5-membered rings,6-membered rings,7-membered rings,8-membered rings,9-membered rings,>10-membered rings,nodes shared by >= 2 rings,edges shared by >= 2 rings,"Temperature, K","Electrical Conductivity, S/m Liquid"
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,303.15,0.183839037
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,308.15,0.206286044
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,313.15,0.300378065
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,318.15,0.319106059
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,323.15,0.402948829
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,328.15,0.403292145
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,338.15,0.494780529
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,348.15,0.588607805
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,358.15,0.660675788
1,[N-](C#N)C#N.C(CCC)[N+]1(CCCC1)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.73860185,9.73860185,5.497430866,5.497430866,4.162787655,4.162787655,2.797398731,2.797398731,1.884653599,1.884653599,13.74,8.081847565,6.763679555,92.69349888,0,1,1,0,0,0,0,0,0,2,0,4,1,4,0,1,3,0,1,1,0,0,11,0,0,0,0,0,0,3,1,0,0,15,7,0,2,5,0,0,3,3,3,0,0,1,1,4,6,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,368.15,0.726238047
